freq/Hz	-Im(Z)/Ohm	Re(Z)/Ohm	
6.9032866E+003	2.8168096E+004	2.4884163E+001
5.1200850E+003	4.0855785E+004	2.6223989E+003
3.8163364E+003	5.1988488E+004	3.5529502E+003
2.8472668E+003	6.9643289E+004	4.0313042E+003
2.1256799E+003	9.4133500E+004	6.2617300E+003
1.5855076E+003	1.2085322E+005	1.0548514E+004
1.1818910E+003	1.6567475E+005	1.2911589E+004
8.8141022E+002	2.2487194E+005	1.9239828E+004
6.5768494E+002	2.8224753E+005	3.0561637E+004
4.9078522E+002	3.5053394E+005	6.5116926E+004
3.6605426E+002	4.6552553E+005	1.4709502E+005
2.7299075E+002	6.5863469E+005	6.9131516E+004
2.0376114E+002	7.5642200E+005	1.6736338E+005
1.5199416E+002	1.3219235E+006	2.7007125E+005
1.1343907E+002	1.3544343E+006	2.8660056E+005
8.4593941E+001	1.2744344E+006	1.2384790E+006
6.3082302E+001	1.2792599E+006	1.1644179E+006
4.7063255E+001	1.4503833E+006	1.0637325E+006
3.5101093E+001	1.1598627E+005	1.7361885E+006
2.6181301E+001	1.9753101E+006	1.5060065E+006
1.9531252E+001	1.6148764E+006	1.0727461E+006
1.4575557E+001	1.1361610E+006	1.4004203E+006
1.0880919E+001	2.2451475E+006	1.7586430E+006
8.1042528E+000	1.7882910E+006	3.0871975E+006
6.0468264E+000	2.7880094E+005	2.1880643E+006
4.5106812E+000	2.2676455E+006	3.8493144E+005
3.3674569E+000	6.3033263E+005	2.2100865E+006
2.5136740E+000	-2.7895903E+006	1.8120129E+006
1.8744003E+000	8.9582703E+004	3.8040273E+006
1.3970852E+000	-1.0680571E+006	4.2295615E+006
1.0433360E+000	2.0166026E+006	6.6949580E+006
7.7705413E-001	-1.1620280E+006	5.9963155E+006
5.7999259E-001	1.6360908E+006	4.8329660E+006
4.3258584E-001	7.6210990E+006	4.6256525E+006
3.2293734E-001	-3.1513978E+005	1.1787403E+007
2.4074021E-001	1.0877826E+007	1.3047031E+007
1.7979608E-001	8.8209690E+006	7.9896575E+006
1.3415243E-001	2.4113885E+006	1.3830514E+007
9.9904113E-002	3.8524953E+006	1.0364252E+007
1.0000186E+006	1.5901831E+002	4.4091058E+000
7.4598238E+005	2.4178300E+002	-1.2351558E+001
5.5648750E+005	3.4577682E+002	3.4308224E+000
4.1512953E+005	4.7814609E+002	1.0998367E+001
3.0967934E+005	6.7079138E+002	2.0439558E+001
2.3101619E+005	9.0197290E+002	2.2049475E+001
1.7232964E+005	1.1937903E+003	2.0489178E+001
1.2855367E+005	1.6100972E+003	3.8803017E+001
9.5902617E+004	2.1566658E+003	2.7991365E+001
7.1537258E+004	2.8775374E+003	1.3739848E+002
5.3369953E+004	3.6902786E+003	9.3526970E+001
3.9814063E+004	5.0542881E+003	8.0306534E+001
2.9700492E+004	6.8466626E+003	-4.2058884E+001
2.2157064E+004	9.2068457E+003	-1.1638740E+001
1.6525014E+004	1.2300571E+004	1.1340226E+002
1.2331135E+004	1.6385910E+004	-1.5656084E+002
9.2288525E+003	2.1538660E+004	2.8046964E+002
6.9032866E+003	2.9471506E+004	1.3083051E+002
5.1200850E+003	3.9610613E+004	1.5224818E+003
3.8163364E+003	5.2878527E+004	1.9274362E+003
2.8472668E+003	7.0793648E+004	2.6330439E+003
2.1256799E+003	9.4153102E+004	4.7373862E+003
1.5855076E+003	1.2453138E+005	5.2856714E+003
1.1818910E+003	1.6643983E+005	6.8961235E+003
8.8141022E+002	2.2567236E+005	8.5355381E+003
6.5768494E+002	3.0049031E+005	9.1683389E+003
4.9078522E+002	3.8552534E+005	1.4414269E+004
3.6605426E+002	5.3179075E+005	2.4231039E+004
2.7299075E+002	6.1391219E+005	6.8666406E+004
2.0376114E+002	8.6511575E+005	1.5877964E+004
1.5199416E+002	9.8975819E+005	-3.9973445E+004
1.1343907E+002	1.2339011E+006	-1.5498122E+005
8.4593941E+001	1.4041190E+006	2.5991172E+005
6.3082302E+001	2.6558025E+006	5.8751688E+005
4.7063255E+001	-9.7394206E+005	1.4354626E+006
3.5101093E+001	1.9057126E+006	7.7655106E+005
2.6181301E+001	2.1690638E+005	2.0676545E+006
1.9531252E+001	2.6560581E+005	2.1671485E+006
1.4575557E+001	-3.4174006E+005	1.9968964E+006
1.0880919E+001	1.2443370E+005	1.8205616E+006
8.1042528E+000	4.0390141E+005	5.3583235E+006
6.0468264E+000	2.9598103E+005	2.5183208E+006
4.5106812E+000	2.0414442E+005	3.2873433E+006
3.3674569E+000	2.7327993E+006	1.6118218E+006
2.5136740E+000	3.4245128E+006	4.8172840E+006
1.8744003E+000	3.6002690E+006	1.5827666E+006
1.3970852E+000	-4.5490115E+006	3.0143830E+006
1.0433360E+000	5.8273710E+006	7.4816013E+005
7.7705413E-001	-6.7467760E+006	4.2425675E+006
5.7999259E-001	-2.8264543E+006	3.6929493E+006
4.3258584E-001	3.7393830E+006	8.8106910E+006
3.2293734E-001	7.4001294E+005	1.0926865E+007
2.4074021E-001	1.4731526E+007	-1.9417016E+005
1.7979608E-001	1.7932168E+007	1.0307576E+007
1.3415243E-001	5.1388200E+006	1.3478744E+007
9.9904113E-002	2.2781670E+006	1.6310459E+007
1.0000186E+006	1.5941002E+002	3.4251926E+000
7.4598238E+005	2.4491130E+002	4.2650952E+000
5.5648750E+005	3.4259976E+002	5.7813425E+000
4.1512953E+005	4.7044678E+002	1.3223639E+001
3.0967934E+005	6.6222968E+002	2.4543341E+001
2.3101619E+005	8.8310925E+002	2.9550362E+001
1.7232964E+005	1.1786436E+003	4.1229191E+001
1.2855367E+005	1.5645493E+003	6.4326286E+001
9.5902617E+004	2.1329956E+003	8.8841797E+001
7.1537258E+004	2.8945864E+003	4.8742490E+002
5.3369953E+004	3.6695488E+003	2.6378375E+002
3.9814063E+004	5.0600371E+003	5.0160562E+002
2.9700492E+004	6.6487788E+003	4.9503491E+002
2.2157064E+004	8.9517490E+003	7.1222888E+002
1.6525014E+004	1.1588856E+004	1.4439144E+003
1.2331135E+004	1.5278579E+004	2.1119473E+003
9.2288525E+003	1.9735160E+004	3.2119714E+003
6.9032866E+003	2.6244629E+004	7.4626714E+003
5.1200850E+003	3.5304309E+004	1.1785643E+004
3.8163364E+003	4.2913797E+004	1.6907443E+004
2.8472668E+003	5.1955855E+004	2.5212674E+004
2.1256799E+003	6.2550281E+004	3.7828824E+004
1.5855076E+003	7.0355133E+004	5.4927945E+004
1.1818910E+003	7.2337359E+004	7.3407453E+004
8.8141022E+002	7.2727438E+004	9.3546023E+004
6.5768494E+002	6.9487867E+004	1.1225071E+005
4.9078522E+002	6.4618332E+004	1.2779554E+005
3.6605426E+002	5.5117965E+004	1.3837367E+005
2.7299075E+002	4.7261707E+004	1.4519519E+005
2.0376114E+002	4.4856406E+004	1.4867641E+005
1.5199416E+002	4.4055711E+004	1.5598767E+005
1.1343907E+002	3.9368887E+004	1.5457484E+005
8.4593941E+001	3.5506184E+004	1.6475692E+005
6.3082302E+001	3.9018074E+004	1.7176059E+005
4.7063255E+001	4.6271410E+004	1.7302258E+005
3.5101093E+001	4.2078082E+004	1.8820711E+005
2.6181301E+001	5.5162992E+004	1.8768158E+005
1.9531252E+001	6.8622734E+004	1.8893397E+005
1.4575557E+001	8.8123891E+004	2.0878536E+005
1.0880919E+001	9.0765656E+004	2.1092438E+005
8.1042528E+000	1.2338913E+005	2.1770323E+005
6.0468264E+000	1.4663734E+005	2.5070922E+005
4.5106812E+000	1.7026414E+005	2.3464431E+005
3.3674569E+000	1.9825606E+005	2.7748263E+005
2.5136740E+000	2.8167156E+005	2.9063441E+005
1.8744003E+000	3.0641144E+005	3.1314216E+005
1.3970852E+000	3.9232375E+005	4.0478753E+005
1.0433360E+000	4.6777934E+005	4.3004128E+005
7.7705413E-001	6.0854881E+005	4.6834106E+005
5.7999259E-001	8.6904150E+005	5.2725150E+005
4.3258584E-001	9.3400506E+005	6.3938325E+005
3.2293734E-001	1.1257120E+006	7.3326606E+005
2.4074021E-001	1.3830049E+006	8.9619725E+005
1.7979608E-001	1.9182676E+006	1.1489550E+006
1.3415243E-001	2.2715283E+006	1.3002073E+006
9.9904113E-002	2.7649793E+006	1.7071569E+006
1.0000186E+006	1.5567809E+002	3.2205172E+000
7.4598238E+005	2.4240280E+002	9.8212957E+000
5.5648750E+005	3.4343164E+002	9.9082251E+000
4.1512953E+005	4.6797940E+002	1.8070936E+001
3.0967934E+005	6.5122571E+002	4.0994083E+001
2.3101619E+005	8.7757263E+002	5.6340382E+001
1.7232964E+005	1.1692622E+003	7.1304817E+001
1.2855367E+005	1.5437734E+003	1.2138853E+002
9.5902617E+004	2.1208066E+003	1.9470554E+002
7.1537258E+004	2.6906621E+003	3.2996573E+002
5.3369953E+004	3.8348159E+003	3.5172620E+002
3.9814063E+004	4.6789888E+003	7.5399988E+002
2.9700492E+004	6.2777417E+003	1.0801068E+003
2.2157064E+004	8.0855273E+003	1.8589229E+003
1.6525014E+004	1.0622823E+004	3.0126360E+003
1.2331135E+004	1.2995135E+004	4.5651499E+003
9.2288525E+003	1.6015297E+004	6.7635229E+003
6.9032866E+003	1.9265680E+004	1.0661118E+004
5.1200850E+003	2.2764355E+004	1.5125040E+004
3.8163364E+003	2.6132398E+004	1.8596541E+004
2.8472668E+003	2.8102086E+004	2.4832633E+004
2.1256799E+003	3.0275963E+004	3.0342994E+004
1.5855076E+003	3.3038555E+004	3.6131926E+004
1.1818910E+003	3.6364637E+004	4.1707762E+004
8.8141022E+002	3.9856773E+004	4.7319133E+004
6.5768494E+002	4.2933055E+004	5.1991492E+004
4.9078522E+002	6.1860801E+004	6.6000109E+004
3.6605426E+002	9.0844383E+004	8.2561695E+004
2.7299075E+002	1.1120509E+005	9.0244711E+004
2.0376114E+002	1.3766384E+005	1.0008693E+005
1.5199416E+002	1.6410744E+005	1.1552318E+005
1.1343907E+002	1.9227930E+005	1.2936861E+005
8.4593941E+001	2.3281747E+005	1.7691322E+005
6.3082302E+001	2.7102075E+005	2.1301105E+005
4.7063255E+001	3.7971438E+005	1.5266163E+005
3.5101093E+001	4.2492453E+005	2.9417703E+005
2.6181301E+001	5.3841825E+005	3.5096766E+005
1.9531252E+001	7.0397475E+005	3.4236559E+005
1.4575557E+001	8.6648513E+005	3.1528403E+005
1.0880919E+001	9.4672713E+005	7.4519944E+005
8.1042528E+000	1.9068241E+006	1.0981441E+006
6.0468264E+000	1.6957348E+006	7.6617250E+005
4.5106812E+000	2.0570430E+006	7.2745194E+005
3.3674569E+000	2.0620041E+006	6.7142631E+005
2.5136740E+000	2.2628465E+006	8.2926331E+005
1.8744003E+000	2.1361068E+006	1.8918790E+006
1.3970852E+000	2.9019155E+006	2.6402663E+006
1.0433360E+000	4.6509350E+006	1.9319943E+006
7.7705413E-001	3.7569603E+006	2.6135645E+006
5.7999259E-001	1.3809806E+006	2.2535513E+006
4.3258584E-001	-7.7703588E+005	7.1012680E+006
3.2293734E-001	5.4712560E+006	5.5629675E+006
2.4074021E-001	9.9996810E+006	7.6370100E+006
1.7979608E-001	7.5431855E+006	1.1351138E+007
1.3415243E-001	6.0217695E+006	2.8727462E+007
9.9904113E-002	7.6991469E+005	1.3443199E+007
1.0000186E+006	1.5183041E+002	5.3180361E+000
7.4598238E+005	2.3921054E+002	-2.1410953E-001
5.5648750E+005	3.4121219E+002	7.5643754E+000
4.1512953E+005	4.6530533E+002	1.5718023E+001
3.0967934E+005	6.4750397E+002	2.4417454E+001
2.3101619E+005	8.8092273E+002	3.4555256E+001
1.7232964E+005	1.1757153E+003	4.9328526E+001
1.2855367E+005	1.5364004E+003	5.6551472E+001
9.5902617E+004	2.0746301E+003	1.1767328E+002
7.1537258E+004	2.7309946E+003	1.4553084E+002
5.3369953E+004	3.7108906E+003	2.2671236E+002
3.9814063E+004	4.8359292E+003	1.7787798E+002
2.9700492E+004	6.4725190E+003	2.7905389E+002
2.2157064E+004	8.5759209E+003	4.5085776E+002
1.6525014E+004	1.1497554E+004	7.7167932E+002
1.2331135E+004	1.5097665E+004	1.3860668E+003
9.2288525E+003	1.9722680E+004	2.1142117E+003
6.9032866E+003	2.5683227E+004	2.9993218E+003
5.1200850E+003	3.4338855E+004	8.0409873E+003
3.8163364E+003	4.5231633E+004	1.0363171E+004
2.8472668E+003	5.9092637E+004	1.5709555E+004
2.1256799E+003	7.4435773E+004	2.4753230E+004
1.5855076E+003	9.4893781E+004	3.6699785E+004
1.1818910E+003	1.1088366E+005	5.1704758E+004
8.8141022E+002	1.3633445E+005	7.5523164E+004
6.5768494E+002	1.5043508E+005	1.0569866E+005
4.9078522E+002	1.8571469E+005	1.4274964E+005
3.6605426E+002	1.8335277E+005	1.8371166E+005
2.7299075E+002	1.9389602E+005	2.4913253E+005
2.0376114E+002	2.0959531E+005	2.6806669E+005
1.5199416E+002	1.9600856E+005	3.1539447E+005
1.1343907E+002	2.0322473E+005	3.3981584E+005
8.4593941E+001	1.6711022E+005	3.6421769E+005
6.3082302E+001	2.4266728E+005	4.1011109E+005
4.7063255E+001	2.1645784E+005	4.1120103E+005
3.5101093E+001	2.4644783E+005	4.5976206E+005
2.6181301E+001	2.3208345E+005	4.9034306E+005
1.9531252E+001	2.7384534E+005	5.5304838E+005
1.4575557E+001	3.4687916E+005	5.4482850E+005
1.0880919E+001	3.5229416E+005	5.2841494E+005
8.1042528E+000	3.9883959E+005	6.4701919E+005
6.0468264E+000	4.8077522E+005	6.2747094E+005
4.5106812E+000	5.4777731E+005	7.6468150E+005
3.3674569E+000	7.0143850E+005	1.0383571E+006
2.5136740E+000	6.6038519E+005	1.0260433E+006
1.8744003E+000	8.7351956E+005	1.0062090E+006
1.3970852E+000	1.0349244E+006	1.2735376E+006
1.0433360E+000	1.6706815E+006	1.0663041E+006
7.7705413E-001	1.8375170E+006	1.7807374E+006
5.7999259E-001	1.7207011E+006	1.8824341E+006
4.3258584E-001	2.2988880E+006	1.9026803E+006
3.2293734E-001	2.9956110E+006	1.8359945E+006
2.4074021E-001	3.8200183E+006	2.4623435E+006
1.7979608E-001	4.4957745E+006	2.5425605E+006
1.3415243E-001	5.7039815E+006	2.6151775E+006
9.9904113E-002	7.7249040E+006	3.8177393E+006
1.0000186E+006	1.6666032E+002	7.7016845E+000
7.4598238E+005	2.5742355E+002	1.0105875E+000
5.5648750E+005	3.4607870E+002	7.1937213E+000
4.1512953E+005	4.7306812E+002	1.2240401E+001
3.0967934E+005	6.6439288E+002	2.4229822E+001
2.3101619E+005	8.8855310E+002	3.1392193E+001
1.7232964E+005	1.2014065E+003	5.0225224E+001
1.2855367E+005	1.6055288E+003	3.1476782E+001
9.5902617E+004	2.0987710E+003	7.8450150E+001
7.1537258E+004	2.7308020E+003	-2.2163488E+001
5.3369953E+004	3.7051582E+003	6.4835838E+001
3.9814063E+004	5.0286533E+003	1.0753450E+002
2.9700492E+004	6.7949722E+003	1.6577074E+002
2.2157064E+004	9.0422832E+003	2.7582028E+002
1.6525014E+004	1.2138157E+004	4.6696060E+002
1.2331135E+004	1.6078391E+004	6.7847601E+002
9.2288525E+003	2.1743188E+004	1.3573820E+003
6.9032866E+003	2.7907121E+004	2.1994106E+003
5.1200850E+003	3.6802234E+004	4.8327275E+003
3.8163364E+003	4.8037359E+004	8.3730996E+003
2.8472668E+003	6.5763289E+004	9.7149736E+003
2.1256799E+003	8.6338055E+004	1.2891436E+004
1.5855076E+003	1.1213748E+005	2.1072988E+004
1.1818910E+003	1.4839811E+005	3.8368805E+004
8.8141022E+002	1.8474909E+005	6.0046121E+004
6.5768494E+002	2.4783123E+005	8.4607844E+004
4.9078522E+002	2.7872291E+005	1.2364227E+005
3.6605426E+002	3.5054194E+005	1.7450044E+005
2.7299075E+002	4.0412981E+005	2.7794813E+005
2.0376114E+002	4.3339519E+005	3.5614738E+005
1.5199416E+002	4.9488588E+005	4.0806481E+005
1.1343907E+002	5.0603503E+005	5.0095822E+005
8.4593941E+001	4.8564566E+005	5.9623131E+005
6.3082302E+001	4.2270700E+005	8.1979006E+005
4.7063255E+001	7.1243675E+005	7.8595044E+005
3.5101093E+001	4.8253025E+005	9.7094013E+005
2.6181301E+001	9.5499156E+005	7.6073338E+005
1.9531252E+001	4.9848084E+005	1.4051260E+006
1.4575557E+001	8.0793988E+005	1.1849003E+006
1.0880919E+001	1.1826154E+006	9.1809244E+005
8.1042528E+000	1.3930683E+006	1.2250159E+006
6.0468264E+000	1.3251988E+006	1.4591523E+006
4.5106812E+000	2.2289593E+006	2.1052128E+006
3.3674569E+000	3.1149018E+006	6.2510294E+005
2.5136740E+000	5.1775195E+004	3.9561008E+006
1.8744003E+000	2.6566380E+006	4.6395250E+006
1.3970852E+000	2.4755433E+006	1.6052370E+006
1.0433360E+000	2.2512748E+006	4.5789205E+006
7.7705413E-001	6.9729710E+006	3.5304453E+006
5.7999259E-001	2.5820950E+006	7.1854440E+006
4.3258584E-001	7.2732310E+006	3.8765298E+006
3.2293734E-001	8.4857190E+006	2.9597888E+006
2.4074021E-001	8.9965970E+006	1.2259116E+007
1.7979608E-001	7.2011500E+006	1.3744588E+007
1.3415243E-001	1.0309637E+007	1.3509048E+007
9.9904113E-002	1.1836749E+007	1.9515670E+007
1.0000186E+006	1.6737248E+002	5.4930294E-001
7.4598238E+005	2.5435278E+002	5.8431005E-001
5.5648750E+005	3.4476077E+002	5.1358919E+000
4.1512953E+005	4.6925922E+002	1.2183831E+001
3.0967934E+005	6.5547345E+002	2.4068773E+001
2.3101619E+005	8.9657959E+002	2.9593225E+001
1.7232964E+005	1.1792363E+003	4.8355480E+001
1.2855367E+005	1.6039207E+003	1.1251604E+002
9.5902617E+004	2.0888091E+003	8.9911232E+001
7.1537258E+004	2.7813621E+003	9.9608833E+001
5.3369953E+004	3.6537644E+003	1.6543884E+002
3.9814063E+004	4.9750200E+003	1.6166429E+002
2.9700492E+004	6.6380898E+003	2.9673474E+002
2.2157064E+004	8.8219443E+003	4.1195639E+002
1.6525014E+004	1.1860331E+004	8.4522711E+002
1.2331135E+004	1.5528002E+004	9.8809534E+002
9.2288525E+003	2.0370205E+004	1.9701212E+003
6.9032866E+003	2.8710438E+004	2.8290652E+003
5.1200850E+003	3.7222008E+004	7.1463979E+003
3.8163364E+003	4.6495215E+004	1.0470616E+004
2.8472668E+003	5.9574090E+004	1.7305314E+004
2.1256799E+003	7.4930000E+004	2.6800951E+004
1.5855076E+003	9.4055109E+004	3.8937648E+004
1.1818910E+003	1.1289475E+005	5.7188941E+004
8.8141022E+002	1.3030273E+005	7.9302727E+004
6.5768494E+002	1.4519628E+005	1.1445680E+005
4.9078522E+002	1.6848100E+005	1.3643048E+005
3.6605426E+002	1.8941734E+005	1.6816830E+005
2.7299075E+002	1.8977616E+005	2.2395881E+005
2.0376114E+002	2.1561869E+005	2.2509638E+005
1.5199416E+002	2.3101697E+005	2.6682416E+005
1.1343907E+002	2.2809019E+005	3.2892150E+005
8.4593941E+001	3.0110366E+005	3.2638597E+005
6.3082302E+001	3.5092509E+005	3.8308256E+005
4.7063255E+001	4.0395300E+005	3.7967538E+005
3.5101093E+001	5.3920425E+005	5.6317031E+005
2.6181301E+001	5.0195044E+005	4.6024016E+005
1.9531252E+001	6.2726075E+005	5.2034244E+005
1.4575557E+001	8.4555788E+005	4.7685147E+005
1.0880919E+001	1.0290154E+006	6.1461925E+005
8.1042528E+000	9.8114863E+005	7.6278963E+005
6.0468264E+000	8.4084831E+005	1.5359701E+006
4.5106812E+000	1.6002286E+006	1.1780790E+006
3.3674569E+000	2.4161373E+006	2.2088158E+006
2.5136740E+000	9.6279450E+005	2.5252395E+006
1.8744003E+000	1.1135013E+006	2.1150430E+006
1.3970852E+000	1.4659939E+006	3.5956160E+006
1.0433360E+000	4.2472850E+006	7.2762144E+005
7.7705413E-001	4.8181565E+006	5.5125925E+005
5.7999259E-001	5.4593355E+006	-2.3243052E+005
4.3258584E-001	7.1102785E+006	5.6501645E+006
3.2293734E-001	1.0776820E+007	1.7484628E+006
2.4074021E-001	8.4566670E+006	1.0286096E+007
1.7979608E-001	7.0333500E+006	2.1936256E+007
1.3415243E-001	8.7741560E+006	1.2350702E+007
9.9904113E-002	8.0382320E+006	1.7881366E+007
1.0000186E+006	1.6298241E+002	3.6083174E+000
7.4598238E+005	2.2684259E+002	5.8994217E+000
5.5648750E+005	3.3432291E+002	1.9095222E+001
4.1512953E+005	4.5241562E+002	3.3619156E+001
3.0967934E+005	6.2134351E+002	5.6578632E+001
2.3101619E+005	8.2391046E+002	9.0256775E+001
1.7232964E+005	1.0961838E+003	1.3460464E+002
1.2855367E+005	1.4239231E+003	1.9063301E+002
9.5902617E+004	1.9186295E+003	3.0987201E+002
7.1537258E+004	2.4966179E+003	5.3321906E+002
5.3369953E+004	3.1668171E+003	7.8488556E+002
3.9814063E+004	4.2019536E+003	1.4609592E+003
2.9700492E+004	5.1911509E+003	1.6825571E+003
2.2157064E+004	6.4877051E+003	2.7466545E+003
1.6525014E+004	7.6438188E+003	4.1250908E+003
1.2331135E+004	9.1918359E+003	5.8697339E+003
9.2288525E+003	1.0304212E+004	8.1832900E+003
6.9032866E+003	1.0651985E+004	1.0567485E+004
5.1200850E+003	1.0555414E+004	1.3594799E+004
3.8163364E+003	1.1712943E+004	1.6224336E+004
2.8472668E+003	1.0712443E+004	1.8928916E+004
2.1256799E+003	9.9986797E+003	2.0914625E+004
1.5855076E+003	9.8560615E+003	2.2773076E+004
1.1818910E+003	8.9491035E+003	2.2490791E+004
8.8141022E+002	8.8157324E+003	2.4566385E+004
6.5768494E+002	8.6230898E+003	2.5401605E+004
4.9078522E+002	7.3024209E+003	2.8271186E+004
3.6605426E+002	7.8110796E+003	2.7475145E+004
2.7299075E+002	8.6046055E+003	2.8629219E+004
2.0376114E+002	9.3940693E+003	2.9790432E+004
1.5199416E+002	1.0745008E+004	3.0436068E+004
1.1343907E+002	1.2172642E+004	3.2323104E+004
8.4593941E+001	1.4225866E+004	3.3428402E+004
6.3082302E+001	1.6625047E+004	3.5455645E+004
4.7063255E+001	2.0635061E+004	3.7894504E+004
3.5101093E+001	2.4213332E+004	4.0318730E+004
2.6181301E+001	2.8968170E+004	4.2940688E+004
1.9531252E+001	3.4178754E+004	4.5934191E+004
1.4575557E+001	4.1936992E+004	5.0803277E+004
1.0880919E+001	5.0440367E+004	5.4778930E+004
8.1042528E+000	6.4013293E+004	5.9162363E+004
6.0468264E+000	7.5523977E+004	6.5559688E+004
4.5106812E+000	9.4253523E+004	7.5030633E+004
3.3674569E+000	1.1507533E+005	8.3496852E+004
2.5136740E+000	1.4682092E+005	9.5472977E+004
1.8744003E+000	1.8034236E+005	1.1353808E+005
1.3970852E+000	2.3188739E+005	1.2563330E+005
1.0433360E+000	2.8418541E+005	1.5377031E+005
7.7705413E-001	3.6582231E+005	1.8744736E+005
5.7999259E-001	4.2125669E+005	1.9618125E+005
4.3258584E-001	5.4719331E+005	2.7402647E+005
3.2293734E-001	7.0302350E+005	3.1532563E+005
2.4074021E-001	8.4762806E+005	3.9034225E+005
1.7979608E-001	1.0562901E+006	4.8031416E+005
1.3415243E-001	1.3304470E+006	5.2633088E+005
9.9904113E-002	1.6617258E+006	7.0803344E+005
1.0000186E+006	1.6588857E+002	-9.7538364E-001
7.4598238E+005	2.4838565E+002	1.9619133E+001
5.5648750E+005	3.4660031E+002	2.9756136E+000
4.1512953E+005	4.7410718E+002	9.2454014E+000
3.0967934E+005	6.7001953E+002	2.1358093E+001
2.3101619E+005	8.9953308E+002	2.3158651E+001
1.7232964E+005	1.2148888E+003	2.0380039E+001
1.2855367E+005	1.6184482E+003	5.8953835E+001
9.5902617E+004	2.1334004E+003	4.3969357E+001
7.1537258E+004	2.9038445E+003	8.6640961E+001
5.3369953E+004	3.8538911E+003	9.6614466E+000
3.9814063E+004	5.0174673E+003	5.7971203E+001
2.9700492E+004	6.7568530E+003	-1.1697483E+001
2.2157064E+004	9.0674102E+003	4.9158142E+001
1.6525014E+004	1.2392359E+004	-6.3023514E+001
1.2331135E+004	1.6487822E+004	3.2675558E+002
9.2288525E+003	2.1664121E+004	5.3539618E+002
6.9032866E+003	2.9602527E+004	1.0044219E+003
5.1200850E+003	3.8918820E+004	5.5205975E+002
3.8163364E+003	5.1746191E+004	4.7566563E+003
2.8472668E+003	6.9568477E+004	2.4428940E+003
2.1256799E+003	9.1048898E+004	1.6985531E+003
1.5855076E+003	1.2492276E+005	7.1904277E+003
1.1818910E+003	1.6762334E+005	9.0215469E+003
8.8141022E+002	2.1828181E+005	-5.7238813E+003
6.5768494E+002	3.0860197E+005	1.5571951E+004
4.9078522E+002	4.1704422E+005	-1.1426613E+004
3.6605426E+002	4.8796375E+005	6.1170605E+004
2.7299075E+002	6.2719806E+005	-3.6419992E+004
2.0376114E+002	7.8234669E+005	6.6856047E+004
1.5199416E+002	9.9878700E+005	3.6515319E+005
1.1343907E+002	1.1319468E+006	2.9923447E+005
8.4593941E+001	1.4154443E+006	-1.0190847E+006
6.3082302E+001	1.7516105E+006	7.3602631E+005
4.7063255E+001	8.1157131E+005	1.3688774E+006
3.5101093E+001	1.9441168E+006	1.2938500E+006
2.6181301E+001	-1.2315838E+006	2.0270831E+006
1.9531252E+001	1.0765180E+006	1.8194374E+006
1.4575557E+001	-1.2084708E+006	2.0598108E+006
1.0880919E+001	-1.9181523E+006	2.3356798E+006
8.1042528E+000	2.8125058E+006	2.0195008E+006
6.0468264E+000	1.8528324E+006	3.0687560E+006
4.5106812E+000	-3.9328006E+005	3.5370610E+006
3.3674569E+000	5.4297181E+005	3.4476573E+006
2.5136740E+000	3.1485215E+006	1.7060165E+006
1.8744003E+000	2.9167019E+005	3.0588035E+006
1.3970852E+000	-2.0775936E+004	4.9441530E+006
1.0433360E+000	-4.0118340E+006	5.0125955E+006
7.7705413E-001	-5.4994814E+003	6.7212510E+006
5.7999259E-001	-5.6665680E+006	5.7638660E+006
4.3258584E-001	-4.2626375E+006	1.0318721E+007
3.2293734E-001	-1.0915022E+007	6.0859025E+006
2.4074021E-001	1.6371180E+006	1.6568997E+007
1.7979608E-001	-5.6756140E+006	1.2173926E+007
1.3415243E-001	-1.0630191E+007	1.1371646E+007
9.9904113E-002	-4.1285723E+006	2.1138588E+007
1.0000186E+006	1.6778905E+002	7.8726735E+000
7.4598238E+005	2.3448485E+002	9.0944242E+000
5.5648750E+005	3.4679538E+002	8.1006594E+000
4.1512953E+005	4.7500931E+002	1.1706731E+001
3.0967934E+005	6.6842737E+002	2.5545858E+001
2.3101619E+005	8.9242303E+002	2.5240067E+001
1.7232964E+005	1.1979130E+003	3.7307552E+001
1.2855367E+005	1.5958522E+003	4.9945393E+001
9.5902617E+004	2.1267344E+003	5.7130116E+001
7.1537258E+004	2.8151211E+003	5.4036274E+001
5.3369953E+004	3.7844834E+003	6.1380413E+001
3.9814063E+004	4.8447090E+003	2.9315788E+001
2.9700492E+004	6.7326592E+003	1.6596191E+002
2.2157064E+004	8.8531592E+003	2.0155478E+002
1.6525014E+004	1.2090601E+004	4.2529691E+002
1.2331135E+004	1.6124271E+004	2.1690924E+002
9.2288525E+003	2.1183111E+004	5.8657654E+002
6.9032866E+003	2.9342262E+004	1.3251117E+003
5.1200850E+003	3.7100105E+004	3.7443972E+003
3.8163364E+003	4.8715559E+004	5.3319155E+003
2.8472668E+003	6.4016625E+004	6.8960464E+003
2.1256799E+003	8.3831453E+004	9.0613584E+003
1.5855076E+003	1.1098180E+005	1.3141412E+004
1.1818910E+003	1.4460975E+005	1.5296476E+004
8.8141022E+002	1.8539534E+005	2.8080949E+004
6.5768494E+002	2.4846220E+005	2.5767035E+004
4.9078522E+002	3.5445206E+005	3.6431113E+004
3.6605426E+002	4.1937366E+005	7.1246336E+004
