freq/Hz	-Im(Z)/Ohm	Re(Z)/Ohm	
2.4074021E-001	1.5448608E+005	1.2953921E+007
1.7979608E-001	-5.5398740E+006	1.4702638E+007
1.3415243E-001	1.9305883E+006	1.3878015E+007
9.9904113E-002	1.4405209E+007	1.6320622E+007
1.0000186E+006	1.6402348E+002	1.0679102E+001
7.4598238E+005	2.5993866E+002	-5.5558839E+000
5.5648750E+005	3.5805832E+002	6.1494999E+000
4.1512953E+005	4.9130179E+002	1.0772780E+001
3.0967934E+005	6.8688135E+002	2.6240387E+001
2.3101619E+005	9.2111548E+002	2.6168161E+001
1.7232964E+005	1.2355886E+003	2.7693872E+001
1.2855367E+005	1.6948663E+003	4.6656147E+001
9.5902617E+004	2.2543159E+003	5.1910480E+001
7.1537258E+004	3.0119353E+003	1.0565577E+002
5.3369953E+004	3.7808118E+003	3.8247757E+001
3.9814063E+004	5.2555620E+003	2.7768911E+001
2.9700492E+004	7.0996611E+003	1.5608866E+001
2.2157064E+004	9.5016689E+003	5.2928341E+001
1.6525014E+004	1.2572187E+004	3.6692316E+002
1.2331135E+004	1.6416117E+004	2.0343893E+002
9.2288525E+003	2.2900311E+004	1.3661251E+003
6.9032866E+003	3.0633746E+004	2.5998950E+003
5.1200850E+003	3.8417762E+004	3.3130212E+003
3.8163364E+003	5.3544340E+004	4.0727957E+003
2.8472668E+003	7.0278109E+004	6.0514043E+003
2.1256799E+003	9.3549609E+004	8.7854365E+003
1.5855076E+003	1.2468579E+005	1.0140776E+004
1.1818910E+003	1.6443764E+005	2.0048859E+004
8.8141022E+002	2.0207244E+005	2.7725605E+004
6.5768494E+002	2.6812391E+005	3.4237180E+004
4.9078522E+002	3.4530416E+005	4.7804066E+004
3.6605426E+002	5.2470775E+005	5.9163945E+004
2.7299075E+002	5.7200194E+005	8.5348141E+004
2.0376114E+002	7.6058713E+005	2.2649488E+005
1.5199416E+002	8.9218988E+005	2.5025155E+005
1.1343907E+002	9.1809219E+005	7.5935375E+005
8.4593941E+001	1.3356748E+006	2.6311428E+005
6.3082302E+001	1.6267505E+006	4.0310816E+005
4.7063255E+001	1.2839805E+006	8.2957688E+005
3.5101093E+001	1.2417131E+006	1.1014099E+006
2.6181301E+001	8.9657775E+005	1.7287045E+006
1.9531252E+001	1.4903744E+006	1.6231206E+006
1.4575557E+001	1.4032086E+006	1.6457661E+006
1.0880919E+001	1.4653245E+006	1.3820446E+006
8.1042528E+000	5.8942506E+005	4.8699610E+006
6.0468264E+000	-5.1919572E+005	3.7036198E+006
4.5106812E+000	2.7898670E+006	5.1221575E+006
3.3674569E+000	-1.8315161E+006	2.4782765E+006
2.5136740E+000	-9.0857088E+005	2.3127990E+006
1.8744003E+000	-1.8655309E+006	5.1568775E+006
1.3970852E+000	-9.9825648E+004	3.7295175E+006
1.0433360E+000	2.0704001E+006	4.5561175E+006
7.7705413E-001	4.3507070E+006	4.6504035E+006
5.7999259E-001	8.7788133E+004	8.4247970E+006
4.3258584E-001	-3.9636565E+006	7.8939085E+006
3.2293734E-001	4.5547371E+004	4.4428565E+006
2.4074021E-001	-2.6947660E+006	1.3017166E+007
1.7979608E-001	-7.4840656E+005	9.4795380E+006
1.3415243E-001	2.7128778E+006	1.4217404E+007
9.9904113E-002	1.5002125E+006	1.3871408E+007
1.0000186E+006	1.7749011E+002	-4.2393842E+000
7.4598238E+005	2.5643610E+002	7.1463423E+000
5.5648750E+005	3.5907770E+002	6.7644653E+000
4.1512953E+005	4.9658258E+002	7.2503223E+000
3.0967934E+005	6.9688788E+002	3.0033724E+001
2.3101619E+005	9.3488995E+002	3.3434429E+001
1.7232964E+005	1.2719591E+003	2.1402323E+001
1.2855367E+005	1.6806671E+003	4.2169060E+001
9.5902617E+004	2.2595073E+003	7.0804396E+000
7.1537258E+004	2.9424280E+003	7.2717331E+001
5.3369953E+004	3.8347852E+003	3.0085657E+002
3.9814063E+004	5.2799082E+003	1.0734729E+002
2.9700492E+004	7.1313276E+003	1.8803209E+002
2.2157064E+004	9.4960684E+003	2.1499550E+002
1.6525014E+004	1.2597878E+004	5.7887103E+002
1.2331135E+004	1.6934336E+004	5.4433331E+002
9.2288525E+003	2.2472994E+004	5.7205731E+002
6.9032866E+003	2.9374611E+004	2.5141914E+003
5.1200850E+003	3.8531586E+004	4.0585996E+003
3.8163364E+003	5.2261766E+004	5.4513491E+003
2.8472668E+003	6.8790484E+004	7.2630029E+003
2.1256799E+003	9.0139820E+004	1.1044817E+004
1.5855076E+003	1.1842743E+005	1.5458023E+004
1.1818910E+003	1.5210341E+005	2.4589275E+004
8.8141022E+002	1.9364877E+005	3.5312520E+004
6.5768494E+002	2.6593347E+005	3.7238355E+004
4.9078522E+002	3.3124538E+005	5.8702738E+004
3.6605426E+002	4.0612641E+005	1.0575584E+005
2.7299075E+002	4.9009859E+005	1.0866636E+005
2.0376114E+002	6.4807650E+005	2.6954409E+005
1.5199416E+002	8.7334638E+005	4.9096016E+005
1.1343907E+002	8.2973763E+005	1.3989025E+005
8.4593941E+001	1.3560646E+006	2.1600831E+005
6.3082302E+001	1.6957113E+006	7.3326538E+005
4.7063255E+001	1.5871640E+006	1.1800241E+006
3.5101093E+001	1.6900839E+006	1.1118515E+006
2.6181301E+001	7.1184813E+005	1.6356336E+006
1.9531252E+001	-7.9846888E+005	2.2289935E+006
1.4575557E+001	1.7750361E+006	2.8510725E+006
1.0880919E+001	6.3547888E+005	2.4746970E+006
8.1042528E+000	1.5649134E+006	1.7940394E+006
6.0468264E+000	1.6419034E+006	1.7375813E+006
4.5106812E+000	-6.1402631E+005	3.5892398E+006
3.3674569E+000	1.4795875E+006	3.1099043E+006
2.5136740E+000	-2.5037134E+005	3.1810380E+006
1.8744003E+000	1.9141276E+006	5.7142900E+006
1.3970852E+000	4.9846184E+005	4.6910295E+006
1.0433360E+000	-4.7464720E+006	6.2143320E+006
7.7705413E-001	-8.0318955E+006	6.2551200E+006
5.7999259E-001	-1.5798439E+006	5.3725145E+006
4.3258584E-001	1.0611500E+006	1.0531946E+007
3.2293734E-001	-1.0379928E+006	2.0562939E+006
2.4074021E-001	5.7388630E+006	1.2363075E+007
1.7979608E-001	-7.0782013E+005	1.5113314E+007
1.3415243E-001	-3.8818603E+006	1.4159051E+007
9.9904113E-002	8.9532344E+005	1.6416823E+007
1.0000186E+006	1.7129745E+002	5.3812513E+000
7.4598238E+005	2.5881424E+002	-4.1971475E-002
5.5648750E+005	3.5740344E+002	3.8813560E+000
4.1512953E+005	4.9059415E+002	6.9287896E+000
3.0967934E+005	6.8948541E+002	2.4489740E+001
2.3101619E+005	9.2061713E+002	1.9165386E+001
1.7232964E+005	1.2459747E+003	3.6163616E+001
1.2855367E+005	1.6781639E+003	5.2309643E+001
9.5902617E+004	2.2265278E+003	6.4084290E+001
7.1537258E+004	2.9897595E+003	3.4635994E+001
5.3369953E+004	3.9493223E+003	2.2829773E+002
3.9814063E+004	5.2685103E+003	5.1961105E+001
2.9700492E+004	7.0842129E+003	1.1279864E+002
2.2157064E+004	9.6147236E+003	2.0839227E+002
1.6525014E+004	1.2676420E+004	4.3243069E+002
1.2331135E+004	1.6992184E+004	5.5062543E+002
9.2288525E+003	2.2991029E+004	1.7927415E+003
6.9032866E+003	2.9033365E+004	1.4090642E+003
5.1200850E+003	4.0623809E+004	5.6733418E+003
3.8163364E+003	5.2885664E+004	9.7012051E+003
2.8472668E+003	6.8945414E+004	1.4144335E+004
2.1256799E+003	8.9539773E+004	2.2285188E+004
1.5855076E+003	1.1779542E+005	3.1665857E+004
1.1818910E+003	1.3937245E+005	6.6717773E+004
8.8141022E+002	1.6875278E+005	9.6591266E+004
6.5768494E+002	1.8768231E+005	1.3239138E+005
4.9078522E+002	2.2979322E+005	2.1844467E+005
3.6605426E+002	2.1714872E+005	2.4036589E+005
2.7299075E+002	1.8722086E+005	3.1137288E+005
2.0376114E+002	2.0167253E+005	3.3686691E+005
1.5199416E+002	2.0918089E+005	3.9058044E+005
1.1343907E+002	1.4561895E+005	4.0214872E+005
8.4593941E+001	1.3502731E+005	3.9930509E+005
6.3082302E+001	8.4298961E+004	4.3066331E+005
4.7063255E+001	1.0901293E+005	5.1435691E+005
3.5101093E+001	1.2058546E+005	4.3403897E+005
2.6181301E+001	1.6128741E+005	5.2803850E+005
1.9531252E+001	1.3086009E+005	6.9283406E+005
1.4575557E+001	1.5840661E+005	5.6974731E+005
1.0880919E+001	2.0096352E+005	6.7256713E+005
8.1042528E+000	2.2172845E+005	7.1153919E+005
6.0468264E+000	2.7051894E+005	6.1047456E+005
4.5106812E+000	2.8611281E+005	6.6173481E+005
3.3674569E+000	2.9991581E+005	7.1985806E+005
2.5136740E+000	2.4199561E+005	7.7096613E+005
1.8744003E+000	3.3008128E+005	7.8547400E+005
1.3970852E+000	3.1081734E+005	8.1195400E+005
1.0433360E+000	3.7095528E+005	8.6918875E+005
7.7705413E-001	4.8324328E+005	1.1298908E+006
5.7999259E-001	5.6637619E+005	1.1383196E+006
4.3258584E-001	5.8595250E+005	1.1814204E+006
3.2293734E-001	5.7891500E+005	1.2790071E+006
2.4074021E-001	7.8502681E+005	1.3675501E+006
1.7979608E-001	8.3335288E+005	1.5770328E+006
1.3415243E-001	1.0559355E+006	1.7195108E+006
9.9904113E-002	1.1922019E+006	1.8525364E+006
1.0000186E+006	1.2884090E+002	6.5346055E+000
7.4598238E+005	1.9878503E+002	1.5631223E+001
5.5648750E+005	2.7204324E+002	2.6469196E+001
4.1512953E+005	3.6416956E+002	4.5897659E+001
3.0967934E+005	4.8572714E+002	7.3783012E+001
2.3101619E+005	6.4170941E+002	1.1401981E+002
1.7232964E+005	8.5046661E+002	1.7745436E+002
1.2855367E+005	1.0869133E+003	2.7255640E+002
9.5902617E+004	1.4367634E+003	4.2775949E+002
7.1537258E+004	1.8036746E+003	6.2353082E+002
5.3369953E+004	2.2003752E+003	1.0181994E+003
3.9814063E+004	2.6817654E+003	1.5338131E+003
2.9700492E+004	2.9936101E+003	2.0626714E+003
2.2157064E+004	3.2270273E+003	2.7685439E+003
1.6525014E+004	3.5502456E+003	3.6380073E+003
1.2331135E+004	3.5270955E+003	4.4965615E+003
9.2288525E+003	3.5122041E+003	5.2814756E+003
6.9032866E+003	3.2993020E+003	6.0051104E+003
5.1200850E+003	3.2140403E+003	6.5077017E+003
3.8163364E+003	3.0950857E+003	7.1385908E+003
2.8472668E+003	3.1129204E+003	7.4825625E+003
2.1256799E+003	3.0829121E+003	7.9627593E+003
1.5855076E+003	3.3151392E+003	8.3233545E+003
1.1818910E+003	3.4002920E+003	8.7020205E+003
8.8141022E+002	3.7835889E+003	9.2691250E+003
6.5768494E+002	4.1797231E+003	9.7157197E+003
4.9078522E+002	4.8265083E+003	1.0424045E+004
3.6605426E+002	5.7175815E+003	1.1046588E+004
2.7299075E+002	6.8988149E+003	1.1710060E+004
2.0376114E+002	8.0127607E+003	1.2536863E+004
1.5199416E+002	9.7152900E+003	1.3972446E+004
1.1343907E+002	1.1044617E+004	1.5294766E+004
8.4593941E+001	1.3387413E+004	1.6824250E+004
6.3082302E+001	1.5609378E+004	1.8942426E+004
4.7063255E+001	1.8262529E+004	2.1198881E+004
3.5101093E+001	2.1340121E+004	2.3824678E+004
2.6181301E+001	2.4779557E+004	2.6498389E+004
1.9531252E+001	2.9532654E+004	3.0532068E+004
1.4575557E+001	3.4896559E+004	3.3725195E+004
1.0880919E+001	4.0711828E+004	3.9183785E+004
8.1042528E+000	4.9741055E+004	4.4174746E+004
6.0468264E+000	5.9010512E+004	5.0847656E+004
4.5106812E+000	7.0428320E+004	5.8133215E+004
3.3674569E+000	8.6869703E+004	6.6507125E+004
2.5136740E+000	1.0784816E+005	7.6540133E+004
1.8744003E+000	1.2932515E+005	9.2849383E+004
1.3970852E+000	1.5398480E+005	1.0561232E+005
1.0433360E+000	1.8715206E+005	1.2502784E+005
7.7705413E-001	2.2352550E+005	1.5013995E+005
5.7999259E-001	2.7552500E+005	1.7900280E+005
4.3258584E-001	3.3408072E+005	2.2185834E+005
3.2293734E-001	4.0436494E+005	2.5945753E+005
2.4074021E-001	4.9056941E+005	3.2634100E+005
1.7979608E-001	5.9082588E+005	3.8788834E+005
1.3415243E-001	6.8913663E+005	4.7957534E+005
9.9904113E-002	8.5708088E+005	5.8404956E+005
1.0000186E+006	1.6358191E+002	-5.7254820E+000
7.4598238E+005	2.5496985E+002	-6.3050809E+000
5.5648750E+005	3.5740387E+002	5.4762888E+000
4.1512953E+005	4.9149884E+002	6.3906493E+000
3.0967934E+005	6.9338940E+002	1.7592968E+001
2.3101619E+005	9.2321643E+002	2.8886747E+001
1.7232964E+005	1.2446780E+003	3.9431751E+001
1.2855367E+005	1.6740326E+003	4.7638432E+001
9.5902617E+004	2.2750645E+003	5.1847458E+001
7.1537258E+004	2.9889275E+003	4.5100183E+000
5.3369953E+004	4.0451223E+003	2.9134491E+002
3.9814063E+004	5.2574492E+003	4.9757889E+001
2.9700492E+004	7.0408438E+003	1.9024577E+002
2.2157064E+004	9.6266699E+003	4.0173932E+002
1.6525014E+004	1.2447408E+004	7.7630011E+002
1.2331135E+004	1.7094115E+004	7.6369104E+002
9.2288525E+003	2.2644488E+004	2.0283613E+003
6.9032866E+003	2.8755377E+004	4.4213643E+003
5.1200850E+003	3.6878410E+004	3.8415339E+003
3.8163364E+003	5.1215859E+004	9.6811133E+003
2.8472668E+003	6.6906844E+004	1.5886936E+004
2.1256799E+003	8.3805750E+004	2.2957035E+004
1.5855076E+003	1.0736224E+005	4.0924156E+004
1.1818910E+003	1.2793891E+005	4.9005313E+004
8.8141022E+002	1.5806886E+005	7.8348555E+004
6.5768494E+002	1.9391072E+005	1.1097173E+005
4.9078522E+002	2.1448008E+005	1.5329789E+005
3.6605426E+002	2.4315728E+005	1.9534617E+005
2.7299075E+002	2.9079434E+005	2.4637589E+005
2.0376114E+002	2.7741925E+005	3.8337491E+005
1.5199416E+002	2.6539384E+005	3.5649941E+005
1.1343907E+002	2.5831847E+005	5.6771988E+005
8.4593941E+001	2.9638688E+005	5.5260850E+005
6.3082302E+001	3.8145384E+005	5.2481763E+005
4.7063255E+001	2.1911123E+005	5.0186666E+005
3.5101093E+001	3.6322594E+005	6.3200656E+005
2.6181301E+001	2.1151955E+005	7.6801219E+005
1.9531252E+001	2.4562034E+005	9.3321506E+005
1.4575557E+001	4.5430525E+005	7.0924506E+005
1.0880919E+001	6.3482794E+005	9.0536419E+005
8.1042528E+000	7.9620588E+005	9.6192369E+005
6.0468264E+000	5.6309450E+005	1.1087851E+006
4.5106812E+000	1.0407903E+006	1.1879736E+006
3.3674569E+000	8.7745138E+005	1.5235214E+006
2.5136740E+000	4.4739516E+005	1.5545883E+006
1.8744003E+000	1.1935823E+006	1.3067314E+006
1.3970852E+000	1.7544509E+006	2.4264443E+006
1.0433360E+000	1.4741033E+006	2.7640270E+006
7.7705413E-001	2.8450160E+006	2.3660730E+006
5.7999259E-001	2.6061755E+006	3.9092270E+006
4.3258584E-001	2.8410193E+006	2.8334143E+006
3.2293734E-001	5.3936188E+005	3.1335670E+006
2.4074021E-001	3.1071330E+006	4.6736300E+006
1.7979608E-001	4.3270320E+006	4.3857125E+006
1.3415243E-001	4.8448805E+006	4.8529455E+006
9.9904113E-002	3.6171935E+006	7.6143915E+006
1.0000186E+006	1.7388196E+002	3.9749093E+000
7.4598238E+005	2.5321556E+002	-1.1170080E+000
5.5648750E+005	3.5799051E+002	4.3036613E+000
4.1512953E+005	4.9329099E+002	9.2383623E+000
3.0967934E+005	6.8943323E+002	2.4292530E+001
2.3101619E+005	9.4440210E+002	2.1030844E+001
1.7232964E+005	1.2616415E+003	2.3315557E+001
1.2855367E+005	1.6636705E+003	5.0784706E+001
9.5902617E+004	2.2394731E+003	6.3505966E+001
7.1537258E+004	2.9996807E+003	5.7664391E+001
5.3369953E+004	3.8903713E+003	1.1148872E+002
3.9814063E+004	5.3743892E+003	2.5740833E+002
2.9700492E+004	7.1528057E+003	3.5679562E+001
2.2157064E+004	9.6477520E+003	1.3855266E+002
1.6525014E+004	1.2794544E+004	6.0490452E+001
1.2331135E+004	1.7087338E+004	3.5109183E+002
9.2288525E+003	2.3036586E+004	1.4055647E+003
6.9032866E+003	3.0502438E+004	8.0992853E+002
5.1200850E+003	4.1249348E+004	2.2408857E+003
3.8163364E+003	5.4762277E+004	2.8742908E+003
2.8472668E+003	7.2671438E+004	4.6462744E+003
2.1256799E+003	1.0050772E+005	5.9469063E+003
1.5855076E+003	1.3061313E+005	7.0026143E+003
1.1818910E+003	1.6588750E+005	1.8308045E+004
8.8141022E+002	2.2370388E+005	2.9640465E+004
6.5768494E+002	2.9111716E+005	4.3695969E+004
4.9078522E+002	4.1168966E+005	6.8476344E+004
3.6605426E+002	4.8392828E+005	1.4573823E+005
2.7299075E+002	6.5443388E+005	2.2425645E+005
2.0376114E+002	9.6398219E+005	3.0194528E+005
1.5199416E+002	1.1422033E+006	7.8468500E+005
1.1343907E+002	3.5005947E+005	1.2476233E+006
8.4593941E+001	1.1675261E+006	1.1423951E+006
6.3082302E+001	8.1311350E+005	9.0029094E+005
4.7063255E+001	1.0512285E+006	7.6227150E+005
3.5101093E+001	5.5655119E+005	1.6547819E+006
2.6181301E+001	1.1569740E+006	1.4635370E+006
1.9531252E+001	1.8710316E+006	2.6342768E+006
1.4575557E+001	-2.7111172E+005	1.9094739E+006
1.0880919E+001	1.3139513E+006	1.3107689E+006
8.1042528E+000	1.2700979E+006	1.8150094E+006
6.0468264E+000	1.9638413E+005	1.7638459E+006
4.5106812E+000	1.2276182E+004	3.0974375E+006
3.3674569E+000	1.2682123E+006	1.1320948E+006
2.5136740E+000	1.9783234E+006	1.1081626E+006
1.8744003E+000	7.8675400E+005	3.0725240E+006
1.3970852E+000	1.9750300E+006	3.8445828E+006
1.0433360E+000	3.3170715E+006	2.7068550E+006
7.7705413E-001	2.5196870E+006	4.3385390E+006
5.7999259E-001	5.4734905E+006	5.4751160E+006
4.3258584E-001	4.1470980E+006	4.0501988E+006
3.2293734E-001	1.3041669E+006	3.5921033E+006
2.4074021E-001	7.3742875E+006	6.3745635E+006
1.7979608E-001	7.3932090E+006	7.3978040E+006
1.3415243E-001	1.0252935E+007	7.2418655E+006
9.9904113E-002	6.4412580E+006	9.1447660E+006
1.0000186E+006	1.6393571E+002	5.9344058E+000
7.4598238E+005	2.5474449E+002	-6.3743490E-001
5.5648750E+005	3.5864746E+002	8.7520332E+000
4.1512953E+005	4.8889944E+002	1.5678664E+001
3.0967934E+005	6.8563312E+002	2.6441130E+001
2.3101619E+005	9.1712341E+002	3.5919865E+001
1.7232964E+005	1.2287480E+003	5.3536259E+001
1.2855367E+005	1.6480092E+003	6.4873978E+001
9.5902617E+004	2.2103889E+003	1.1489651E+002
7.1537258E+004	2.9261375E+003	1.4596600E+002
5.3369953E+004	3.7709617E+003	1.1923564E+002
3.9814063E+004	5.1293726E+003	3.1262280E+002
2.9700492E+004	6.8048613E+003	5.0721808E+002
2.2157064E+004	8.9874023E+003	9.2667603E+002
1.6525014E+004	1.1971641E+004	1.5559276E+003
1.2331135E+004	1.5701165E+004	1.9584128E+003
9.2288525E+003	2.0588750E+004	2.9689617E+003
6.9032866E+003	2.4827488E+004	5.3030239E+003
5.1200850E+003	3.3080594E+004	8.2089668E+003
3.8163364E+003	4.0972203E+004	1.3429318E+004
2.8472668E+003	5.1059488E+004	1.8296811E+004
2.1256799E+003	6.3378977E+004	2.3391430E+004
1.5855076E+003	7.7268445E+004	2.9782951E+004
1.1818910E+003	1.0169557E+005	3.7482070E+004
8.8141022E+002	1.2513009E+005	4.5249836E+004
6.5768494E+002	1.5679172E+005	5.9324438E+004
4.9078522E+002	1.9746006E+005	8.1556047E+004
3.6605426E+002	2.4149963E+005	8.2795969E+004
2.7299075E+002	2.8678713E+005	1.1595191E+005
2.0376114E+002	3.6383550E+005	1.8935827E+005
1.5199416E+002	4.5064878E+005	1.9529397E+005
1.1343907E+002	4.7842688E+005	3.7414875E+005
8.4593941E+001	5.9233963E+005	4.0638113E+005
6.3082302E+001	6.4638856E+005	4.7762503E+005
4.7063255E+001	8.6481481E+005	5.7160356E+005
3.5101093E+001	9.6486075E+005	5.5548300E+005
2.6181301E+001	-9.0012852E+004	1.0826728E+006
1.9531252E+001	4.9995016E+005	1.1468976E+006
1.4575557E+001	8.5630844E+005	1.3199799E+006
1.0880919E+001	6.9515638E+005	1.7068194E+006
8.1042528E+000	1.0280450E+006	1.0513081E+006
6.0468264E+000	1.1947950E+006	2.0974275E+006
4.5106812E+000	9.7546200E+005	2.3682655E+006
3.3674569E+000	1.0900873E+005	1.7642535E+006
2.5136740E+000	1.2160353E+006	2.7781648E+006
1.8744003E+000	1.2676278E+006	2.2414943E+006
1.3970852E+000	1.1592404E+006	3.1023290E+006
1.0433360E+000	3.3238435E+006	1.9148045E+006
7.7705413E-001	3.2777433E+006	3.0584035E+006
5.7999259E-001	2.7920650E+006	3.5786898E+006
4.3258584E-001	4.5919305E+006	4.6874025E+006
3.2293734E-001	6.6654250E+006	2.3851700E+006
2.4074021E-001	1.3840006E+006	9.3510120E+006
1.7979608E-001	5.8180770E+006	9.7917810E+006
1.3415243E-001	-1.8193365E+006	9.3367500E+006
9.9904113E-002	4.0583785E+006	1.3362853E+007
1.0000186E+006	1.6121411E+002	-6.3637328E+000
7.4598238E+005	2.4179384E+002	3.6837602E+000
5.5648750E+005	3.4510245E+002	1.7485519E+001
4.1512953E+005	4.7085718E+002	3.1548651E+001
3.0967934E+005	6.4561749E+002	5.7504829E+001
2.3101619E+005	8.6781445E+002	9.8975174E+001
1.7232964E+005	1.1572141E+003	1.1596684E+002
1.2855367E+005	1.5059758E+003	2.1925285E+002
9.5902617E+004	2.0397188E+003	3.0792749E+002
7.1537258E+004	2.5541428E+003	4.6663995E+002
5.3369953E+004	3.5293164E+003	7.8671039E+002
3.9814063E+004	4.3677305E+003	1.0871218E+003
2.9700492E+004	5.5088188E+003	1.8233970E+003
2.2157064E+004	7.0169609E+003	2.7945789E+003
1.6525014E+004	8.3282490E+003	4.5042388E+003
1.2331135E+004	9.6502637E+003	6.4733691E+003
9.2288525E+003	1.0892399E+004	8.9405820E+003
6.9032866E+003	1.1281466E+004	1.1720136E+004
5.1200850E+003	1.0551226E+004	1.4964770E+004
3.8163364E+003	1.0179337E+004	1.6676920E+004
2.8472668E+003	9.4115176E+003	1.8851977E+004
2.1256799E+003	9.9407695E+003	2.0467801E+004
1.5855076E+003	9.2349063E+003	2.2640605E+004
1.1818910E+003	7.5270684E+003	2.4142627E+004
8.8141022E+002	7.5897520E+003	2.4952303E+004
6.5768494E+002	7.3150396E+003	2.4899643E+004
4.9078522E+002	6.9083042E+003	2.7335105E+004
3.6605426E+002	7.6144546E+003	2.7997176E+004
2.7299075E+002	7.9871558E+003	2.8812602E+004
2.0376114E+002	8.7986982E+003	3.0081824E+004
1.5199416E+002	9.6391387E+003	3.1522268E+004
1.1343907E+002	1.1184253E+004	3.2619904E+004
8.4593941E+001	1.2320798E+004	3.4074313E+004
6.3082302E+001	1.4487362E+004	3.5733969E+004
4.7063255E+001	1.7173770E+004	3.7575707E+004
3.5101093E+001	2.0206252E+004	3.9822367E+004
2.6181301E+001	2.3163729E+004	4.1703266E+004
1.9531252E+001	2.8559873E+004	4.5431371E+004
1.4575557E+001	3.4042266E+004	4.7683949E+004
1.0880919E+001	4.1263984E+004	5.1211301E+004
8.1042528E+000	4.9961223E+004	5.5562836E+004
6.0468264E+000	6.3146172E+004	6.0480691E+004
4.5106812E+000	7.7638383E+004	6.6238250E+004
3.3674569E+000	9.4275453E+004	7.3320023E+004
2.5136740E+000	1.1760538E+005	8.0703156E+004
1.8744003E+000	1.4839792E+005	9.1895586E+004
1.3970852E+000	1.8173647E+005	1.0969577E+005
1.0433360E+000	2.3829108E+005	1.1943442E+005
7.7705413E-001	2.9695981E+005	1.4357759E+005
5.7999259E-001	3.7127138E+005	1.7145763E+005
4.3258584E-001	4.7982238E+005	1.9925280E+005
3.2293734E-001	5.9358825E+005	2.6020534E+005
2.4074021E-001	7.6269425E+005	2.7792003E+005
1.7979608E-001	9.6694294E+005	3.6291619E+005
1.3415243E-001	1.2442776E+006	4.5678750E+005
9.9904113E-002	1.5897019E+006	5.0528872E+005
1.0000186E+006	1.5567149E+002	1.3894477E+000
7.4598238E+005	2.4807751E+002	6.6272206E+000
5.5648750E+005	3.5662265E+002	6.9701543E+000
4.1512953E+005	4.8593460E+002	1.5882109E+001
3.0967934E+005	6.7761591E+002	4.0243828E+001
2.3101619E+005	9.1888690E+002	4.1041786E+001
1.7232964E+005	1.2302607E+003	7.6018654E+001
1.2855367E+005	1.6534973E+003	7.1773705E+001
9.5902617E+004	2.1786936E+003	9.9745834E+001
7.1537258E+004	2.9826658E+003	2.5857187E+002
5.3369953E+004	3.9103652E+003	5.1763910E+002
3.9814063E+004	5.2034253E+003	6.6010663E+002
2.9700492E+004	6.7629053E+003	7.0182684E+002
2.2157064E+004	8.8909297E+003	1.3225195E+003
1.6525014E+004	1.1793548E+004	2.0292690E+003
1.2331135E+004	1.5437907E+004	3.5457151E+003
9.2288525E+003	1.9865107E+004	6.1231367E+003
6.9032866E+003	2.4154576E+004	9.6975479E+003
5.1200850E+003	2.8295635E+004	1.5955981E+004
3.8163364E+003	3.3328098E+004	2.2024664E+004
2.8472668E+003	3.8352703E+004	3.2326973E+004
2.1256799E+003	4.0365105E+004	4.2665707E+004
1.5855076E+003	3.9845043E+004	5.3086699E+004
1.1818910E+003	3.9112758E+004	6.4174180E+004
8.8141022E+002	3.4290363E+004	7.0975078E+004
6.5768494E+002	2.9084174E+004	7.5809039E+004
4.9078522E+002	2.4458572E+004	8.1816141E+004
3.6605426E+002	2.4342473E+004	8.5328461E+004
2.7299075E+002	1.9835541E+004	8.8169398E+004
2.0376114E+002	1.5859629E+004	9.0493117E+004
1.5199416E+002	1.9255916E+004	9.2012984E+004
1.1343907E+002	1.7108191E+004	9.2016211E+004
8.4593941E+001	1.6996807E+004	9.4111242E+004
6.3082302E+001	1.9927832E+004	9.8764680E+004
4.7063255E+001	1.9857898E+004	1.0165530E+005
3.5101093E+001	2.4563783E+004	1.0105468E+005
2.6181301E+001	2.9864646E+004	1.0371283E+005
1.9531252E+001	3.3046488E+004	1.0395648E+005
1.4575557E+001	4.0786293E+004	1.1326304E+005
1.0880919E+001	4.7190789E+004	1.1985009E+005
8.1042528E+000	5.6677820E+004	1.2262473E+005
6.0468264E+000	6.8219094E+004	1.2877585E+005
4.5106812E+000	8.7633102E+004	1.3436269E+005
3.3674569E+000	1.0831366E+005	1.4681644E+005
2.5136740E+000	1.4592355E+005	1.5618950E+005
1.8744003E+000	1.6052719E+005	1.7233998E+005
1.3970852E+000	2.0274134E+005	1.8775441E+005
1.0433360E+000	2.4598127E+005	2.0494191E+005
7.7705413E-001	3.0214300E+005	2.2430030E+005
5.7999259E-001	3.8296400E+005	2.7216925E+005
4.3258584E-001	4.8387769E+005	3.0489181E+005
3.2293734E-001	5.9193569E+005	3.3370319E+005
2.4074021E-001	7.1278394E+005	4.1479247E+005
1.7979608E-001	9.0208931E+005	4.9733181E+005
1.3415243E-001	1.1478719E+006	5.9687169E+005
9.9904113E-002	1.3925191E+006	7.1380369E+005
1.0000186E+006	1.7020624E+002	5.5432963E+000
7.4598238E+005	2.4596112E+002	1.8223428E+000
5.5648750E+005	3.5965430E+002	3.9182346E+000
4.1512953E+005	4.9225006E+002	8.0226450E+000
3.0967934E+005	6.9358948E+002	1.8163967E+001
2.3101619E+005	9.3219476E+002	3.4063980E+001
1.7232964E+005	1.2663334E+003	3.3739193E+001
1.2855367E+005	1.6843052E+003	2.1676247E+001
